depth_input,R09
4.01,0.139100235
4.51,-1.462595661
5.51,-0.321945176
6.01,-0.407943636
6.51,1.07347702
7.01,0.550392646
7.51,0.656745323
8.01,0.528558146
8.51,0.461628955
9.01,0.710590096
9.51,0.309823602
10.01,0.359890813
10.51,0.398202933
11.01,-0.391545357
11.51,0.11162077
12.01,-0.383473826
12.51,-0.253469951
13.01,0.376116927
13.51,0.290040135
14.01,0.624402142
14.51,0.77562594
15.01,-0.100432632
15.51,0.943238723
16.01,-0.044428512
16.51,0.285565471
17.01,0.645862861
17.51,0.575698276
18.01,0.470521458
18.51,0.673387968
19.01,0.806672002
19.51,0.217747391
20.01,-0.001910943
20.51,-0.007959917
21.01,0.169350986
21.51,0.417187113
22.01,0.121060008
22.51,-0.216923099
23.01,0.0533474
23.51,0.285725009
24.01,0.141727848
24.51,0.289297007
25.01,0.306063854
25.51,0.181114324
26.01,-0.004724655
26.51,0.602835969
27.01,0.62512305
27.51,0.170650299
28,-0.011018585
0.51,-0.443530215
1.01,-0.095617087
1.51,-0.064194392
2.01,-0.371877258
2.51,-0.515858933
3.01,-0.425330847
3.51,-0.291404312
4.01,0.293066543
4.51,0.250116171
5.01,0.078556311
5.51,-0.193843841
6.01,-0.122499796
6.51,-0.202381316
7.01,-0.048371443
7.51,-0.164913201
8.01,-0.095365752
8.51,-0.124029411
9.01,0.209904283
9.51,0.298423109
10.01,0.065767917
10.51,-0.105922102
11.01,-0.034540978
11.51,0.528143959
12.01,0.325111125
12.51,1.017591732
13.01,0.289196365
13.51,0.024086238
14.01,0.820980285
14.51,0.577737458
15.01,0.412105655
15.51,0.362871299
16.01,0.878345773
16.51,1.087933771
17.01,0.452662212
17.51,0.450453445
18.01,0.65411321
18.51,0.634562905
19.01,0.562270441
19.51,0.450700338
20.01,0.663077865
20.51,0.887338245
21.01,0.650054346
21.51,0.643921557
22.01,0.475473605
22.51,1.04799799
23.01,0.711085544
23.51,0.849565963
24.01,0.77211853
24.51,0.732709073
25.01,0.457776565
25.51,0.786277477
26.01,0.405446123
26.51,0.51418197
27.01,0.461802085
27.51,0.057781996
28.01,0.243751985
28.51,0.222773045
29,0.11560168
0.51,-0.35596754
1.01,0.219660176
1.51,0.031058854
2.01,-0.114113758
2.51,-0.13037868
3.01,-0.095035263
3.51,-0.446555426
4.01,-0.173170566
4.51,-0.309300113
5.01,-0.367335103
5.51,-0.184612541
6.01,-0.094487055
6.51,0.364804511
7.01,-0.093049508
7.51,-0.281246098
8.01,0.110798516
8.51,-0.252611551
9.01,-0.22058562
9.51,-0.066947957
10.01,-0.246144931
10.51,-0.23794912
11.01,-0.007270242
11.51,-0.109508423
12.01,-0.023171179
12.51,0.29285411
13.01,-0.048435494
13.51,0.123777901
14.01,0.372932346
14.51,-0.033227687
15.01,-0.139725595
15.51,0.059600079
16.01,0.339982907
16.51,0.054299983
17.01,-0.45684505
17.51,-0.015046475
18,-0.004452989
0.1,-1.61171906
0.5,-0.414406276
1,-0.266280891
1.5,-0.43117514
2,-0.591719179
2.5,-0.088255002
3,-0.108575962
3.5,-0.131953922
4,-0.064512689
4.5,-0.098866399
5,-0.206027569
5.5,-0.216176173
6,0.083334565
6.5,-0.128095941
7,-0.018277746
7.5,0.164172047
8,0.179613395
8.5,0.026715518
9,0.265685131
9.5,-0.014382631
10,-0.010359161
10.5,-0.186336504
11,0.096833795
11.5,-0.060083196
12,-0.068103935
12.5,0.329361424
13,0.46876129
13.5,0.607796992
14,0.463366552
14.5,0.386187402
15,0.591059277
15.5,0.637359684
16,0.54856289
16.5,0.485981071
17,0.495065799
17.5,1.004446289
18,-0.678234272
18.5,0.359960065
19,0.974596835
19.5,0.935828255
20,0.478415257
20.5,0.033154795
21,0.592706411
21.5,0.688148402
22,0.562770772
22.5,0.493367277
23,0.46036385
23.5,0.384824775
24,0.315708082
24.5,0.357722078
25,0.590270775
25.5,0.621222933
26,0.747197015
26.5,0.519555146
27,0.599397167
27.5,0.547700898
28,0.396443864
28.5,0.38063604
29,0.143345413
0.51,-1.035751082
1.01,-0.597265727
1.51,-0.494098258
2.01,-0.577777685
2.51,-0.808483876
3.01,-0.705765133
3.51,-1.416002304
4.01,-0.926403827
4.51,-0.66061317
5.01,-0.247643085
5.51,0.228230403
6.01,-0.262203148
6.51,-0.575547181
7.01,-0.974318406
7.51,-0.870794264
8.01,-0.576220846
8.51,-0.226286619
9.01,0.293691391
9.51,0.377037997
10.01,0.377958659
10.51,0.413241124
11.01,0.473310953
11.51,0.445277511
12.01,0.461876199
12.51,0.451916302
13.01,0.450937975
13.51,0.435641637
14.01,0.522898223
14.51,0.633302556
15.01,0.637359861
15.51,0.89534394
16.01,0.067413138
16.51,-0.14021083
17.01,-0.017980216
17.51,0.052490993
18.01,0.177724951
18.51,-0.147422991
19,-0.208863732
0.51,-0.310409097
1.01,-0.056347249
1.51,-0.164508765
2.01,-0.326704829
2.51,-0.126258064
3.01,0.076711904
3.51,-0.008890813
4.01,0.393300723
4.51,0.603599966
5.01,0.025443221
5.51,-0.146999824
6.01,0.033754384
6.51,0.369092072
7.01,-0.081986221
7.51,-0.057624274
8.01,0.699231203
8.51,0.606525112
9.01,0.737997959
9.51,-0.375737646
10.01,-0.260396034
10.51,-0.532449437
11.01,0.226109656
11.51,0.331962254
12.01,-0.041124341
12.51,0.000973253
13.01,-0.132389096
13.51,0.101433587
14.01,0.527832365
14.51,0.685353832
15.01,-0.062294219
15.51,0.810114195
16.01,0.439074401
16.51,0.033187793
17,0.002320579
0.51,-0.578525442
1.01,-0.398723612
1.51,-0.39964146
2.01,-0.620866531
2.51,-0.59312814
3.01,-0.442405173
3.51,-0.495193818
4.01,-0.525576374
4.51,-0.37826134
5.01,-0.865864121
5.51,-1.335201355
6.01,-1.222055152
6.51,-0.873165465
7.01,-0.814339672
7.51,-0.305175832
8.01,-1.309958555
8.51,-0.604069586
9.01,-0.835530311
9.51,-0.401456758
10.01,-0.578928917
10.51,-0.694723972
11.01,-0.765647026
11.51,-0.10906307
12.01,-0.049115738
12.51,-0.18038883
13.01,0.145584857
13.51,0.077272479
14.01,0.202208839
14.51,0.206423744
15.01,0.098133561
15.51,0.12060688
16.01,0.083236456
16.51,0.038195528
17.01,0.102493014
17.51,0.045402121
18.01,0.034662769
18.51,-0.008417197
19.01,-0.03910187
19.51,-0.022276431
20,-0.03517599
0.51,-0.056086064
1.01,0.140054857
1.51,-0.237698732
2.01,0.109319365
2.51,-0.077281842
3.01,-0.22053663
3.51,-0.27312047
4.01,0.1075722
4.51,0.059360393
5.01,-0.119183408
5.51,-0.428665679
6.01,-0.189066259
6.51,-0.181964281
7.01,-0.05810546
7.51,0.120440698
8.01,0.32441052
8.51,0.163246425
9.01,0.185275356
9.51,0.261839742
10.01,0.329658646
10.51,0.259672371
11.01,0.379415418
11.51,0.348256571
12.01,0.508978629
12.51,0.444703799
13.01,0.592149885
13.51,0.381239606
14.01,0.320689345
14.51,0.28871915
15.01,0.167163781
15.51,0.615252185
16.01,0.616099328
16.51,0.642465833
17.01,0.638772523
17.51,0.624774743
18.01,0.691046877
18.51,0.739231851
19.01,0.792061208
19.51,0.842229127
20.01,0.810498039
20.51,0.737893532
21.01,0.737241437
21.51,0.791218519
22.01,0.525033376
22.51,0.861168493
23.01,0.316630257
23.51,0.768984195
24.01,0.798714603
24.51,0.813547627
25.01,0.705068084
25.51,0.835809939
26.01,0.828350379
26.51,0.886915511
27.01,0.872211911
27.51,0.967687
28,0.287938099
0.1,0.224751039
0.5,0.248849999
1,-0.431088527
1.5,-0.097729422
2,-0.324974478
2.5,0.090730216
3,0.041070186
3.5,-0.023902488
4,0.163632142
4.5,0.166117976
5,0.147235268
5.5,0.082266884
6,-0.156502967
6.5,-0.193236251
7,-0.132281366
7.5,-0.046190896
8,-0.43843138
8.5,-0.013174016
9,0.372717987
9.5,0.408824296
10,0.24410894
10.5,0.293828323
11,0.526099806
11.5,0.335054469
12,0.42625898
12.5,0.340348265
13,0.280165393
13.5,0.487912746
14,0.453196697
14.5,0.452865414
15,0.630865946
15.5,0.550370077
16,0.850664313
16.5,0.478851319
17,0.254250524
17.5,0.234387013
18,0.398955014
18.5,0.36358673
19,0.512155529
19.5,0.611964944
20,0.627547739
20.5,0.566115337
21,0.562023846
21.5,0.491234377
22,0.617870491
22.5,0.875985718
23,0.530802157
23.5,0.605759182
24,0.749601847
24.5,0.723427535
25,0.539371014
25.5,0.589374338
26,0.537285561
0.51,0.705864192
1.01,0.867957289
1.51,0.11945536
2.01,-0.227135284
2.51,-0.338850391
3.01,5.307392553
3.51,0.511688717
4.01,-0.304350826
4.51,-0.264408536
5.01,-0.175119419
5.51,-0.324551129
6.01,-0.131697006
6.51,0.023582572
7.01,-0.149705702
7.51,-0.278740429
8.01,0.009644712
8.51,0.092722571
9.01,-0.18934481
9.51,0.094468716
10.01,0.242200058
10.51,0.213466099
11.01,0.326751274
11.51,0.362634443
12.01,0.257692392
12.51,0.002760834
13.01,0.257475085
13.51,0.22397478
14.01,0.043600827
14.51,0.237846689
15.01,0.259287067
15.51,0.805604259
16,0.46689233
0.51,-0.446126461
1.01,-0.145868205
1.51,-0.035987975
2.01,-0.248328409
2.51,-0.337757026
3.01,-0.332119219
3.51,-0.004392434
4.01,0.423693848
4.51,0.315058885
5.01,0.353575654
5.51,-0.21477867
6.01,0.030849675
6.51,-0.192598968
7.01,0.07710802
7.51,0.49913219
8.01,-0.16482586
8.51,-0.004455417
9.01,0.416309881
9.51,0.475565803
10.01,0.646824889
10.51,0.180211728
11.01,0.14538718
11.51,0.084563797
12.01,0.083254431
12.51,0.050859441
13.01,-0.015862068
13.51,0.030777455
14.01,-0.042446342
14.51,0.102280987
15.01,0.11229352
15.51,0.183975938
16.01,0.113282687
16.51,0.107432862
17.01,0.182117072
17.51,0.196995334
18.01,0.287878895
18.51,0.302881611
19.01,0.205364585
19.51,0.296270756
20.01,0.318333442
20.51,0.261119487
21.01,0.323423606
21.51,0.478419681
22.01,0.725650417
22.51,0.445958158
23.01,0.172169651
23.51,0.506303066
24.01,0.532974264
24.51,0.885391951
25.01,1.048211664
25.51,0.05248647
26,0.029351742
1.51,-1.332343032
2.01,-1.241968535
2.51,-0.848435329
3.01,-0.974943885
3.51,0.198520619
4.01,0.247508793
4.51,-0.336998521
5.01,-0.281697644
5.51,0.194756276
6.01,0.523160437
6.51,0.334701031
7.01,0.13884796
7.51,-0.150889067
8.01,0.649490259
8.51,0.270045622
9.01,0.181265937
9.51,0.030277321
10.01,-0.248824183
10.51,-0.049751596
11.01,0.273038973
11.51,0.534778258
12.01,0.426980313
12.51,0.138891279
13.01,0.326618231
13.51,0.43213721
14.01,0.727030594
14.51,0.249972372
15.01,0.333879079
15.51,0.208610908
16.01,-0.652845374
16.51,0.166612049
17.01,0.776204078
17.51,0.794969981
18.01,0.025004341
18.51,0.002578649
19.01,0.386830901
19.51,0.065051932
20.01,0.421154957
20.51,0.366593412
21.01,0.452680476
21.51,0.592363803
22.01,0.672528148
22.51,0.564807922
23.01,0.597046416
23.51,0.008698928
24.01,0.162051505
24.51,0.678540469
25.01,0.780698445
25.51,0.605732574
26.01,0.457613496
26.51,0.332814288
27.01,0.428371553
27.51,-0.020318819
28.01,0.209095506
28.51,0.608585416
29,0.60565827
0.51,-1.254862375
1.01,-0.20713227
1.51,-0.386392924
2.01,-0.323871033
2.51,-0.25488132
3.01,-0.2379753
3.51,-0.315768462
4.01,-0.254977108
4.51,-0.038815455
5.01,-0.020880389
5.51,-0.041742526
6.01,0.471027901
6.51,0.1521206
7.01,0.21197297
7.51,0.211350844
8.01,0.147162184
8.51,0.279759827
9.01,-0.338496922
9.51,-0.130100953
10.01,0.424723244
10.51,0.496745192
11.01,0.315803761
11.51,0.154213102
12.01,0.249029625
12.51,0.283882604
13.01,0.200725387
13.51,-0.022708873
14.01,0.158649307
14.51,0.57502064
15.01,0.421259025
15.51,0.404667174
16.01,0.380063022
16.51,-0.014862996
17.01,0.434238073
17.51,0.448556715
18.01,0.51611403
18.51,0.46646542
19.01,0.355058848
19.51,0.456885623
20.01,0.57474969
20.51,0.549914237
21.01,0.554018041
21.51,0.352306779
22.01,0.498393741
22.51,0.125488461
23.01,0.508375577
23.51,0.462486818
24.01,0.699818946
24.51,0.689813581
25.01,0.784755281
25.51,0.629026993
26.01,0.759584184
26.51,0.8172348
27.01,0.562867783
27.51,0.761625273
28,0.682397037
0.51,-0.737090959
1.01,-0.303829061
1.51,-0.428993347
2.01,-0.421179134
2.51,-0.327474398
3.01,-0.185220702
3.51,-0.185490784
4.01,-0.083251306
4.51,-0.025011696
5.01,0.315957312
5.51,0.244763802
6.01,0.272463196
6.51,0.41550081
7.01,-0.039697236
7.51,-0.234838941
8.01,0.013276124
8.51,0.164392101
9.01,-0.032577128
9.51,0.017646743
10.01,0.301726796
10.51,0.292357814
11.01,0.209751398
11.51,0.158725395
12.01,0.462238951
12.51,0.014368082
13.01,0.490806372
13.51,0.360910539
14.01,0.750140704
14.51,0.824545979
15.01,0.42727775
15.51,0.789155076
16.01,0.596936123
16.51,0.222256242
17.01,0.285174691
17.51,0.652799978
18.01,0.552889346
18.51,0.22630091
19.01,0.401737508
19.51,0.319195255
20,0.528375314
0.51,-0.359888144
1.01,-0.392331364
1.51,-0.317807398
2.01,-0.198592748
2.51,-0.207118945
3.01,-0.260111465
3.51,0.082607122
4.01,0.164557573
4.51,-0.143162039
5.01,-0.112632331
5.51,-0.058026932
6.01,0.293398821
6.51,0.282948802
7.01,0.020137364
7.51,0.364384298
8.01,-0.006446077
8.51,-0.370641625
9.01,0.032827899
9.51,-0.312972037
10.01,0.245805534
10.51,0.018816028
11.01,-0.040164682
11.51,-0.163151424
12.01,-0.081144967
12.51,0.610920917
13.01,0.715031856
13.51,0.843083113
14.01,1.175026754
14.51,0.474812346
15.01,0.007829023
15.51,-0.054334987
16.01,-0.040272632
16.51,-0.023695903
17.01,0.121633611
17.51,0.097175344
18.01,0.202791393
18.51,0.15241599
19.01,0.280061407
19.51,0.310046927
20.01,0.638919676
20.51,0.573471322
21.01,0.650200908
21.51,0.259005318
22.01,0.207904005
22.51,0.410464334
23.01,0.622894482
23.51,0.854576584
24.01,0.914870226
24.51,0.101156689
25.01,0.308001167
25.51,0.177803328
26.01,0.754529861
26.51,0.825524167
27.01,0.802800573
27.51,0.760125784
28.01,0.81090972
28.51,0.732668988
29,0.751325378
0.51,-0.123778479
1.01,0.295557272
1.51,-0.436436531
2.01,-0.172924117
2.51,0.181999169
3.01,0.203777745
3.51,-0.266053455
4.01,-0.374755538
4.51,-0.146429208
5.01,0.08410273
5.51,0.000822366
6.01,-0.06236291
6.51,-0.233112743
7.01,0.141019258
7.51,0.103487083
8.01,-0.182050091
8.51,0.273264746
9.01,0.128155379
9.51,0.593397152
10.01,0.285189348
10.51,0.172015723
11.01,0.19380783
11.51,0.152393043
12.01,0.23123503
12.51,0.067792574
13.01,0.060344594
13.51,0.447292134
14.01,0.61173556
14.51,0.460430335
15.01,0.184307423
15.51,0.40036192
16.01,0.567810833
16.51,0.367335015
17.01,0.13619756
17.51,0.631761838
18.01,0.603437383
18.51,0.580505838
19.01,0.695132097
19.51,0.808224766
20.01,0.248622582
20.51,0.502394381
21.01,0.683573017
21.51,0.741232644
22.01,0.92276986
22.51,0.705714503
23.01,0.666807976
23.51,0.699846424
24.01,0.73547417
24.51,0.752409398
25.01,0.757586599
25.51,0.825597012
26.01,0.793897853
26.51,0.887029126
27.01,0.792344503
27.51,0.924920519
28,0.837415379
8.01,-1.661316896
8.51,-0.231572049
9.01,-0.7159398
9.51,-0.420289113
10.01,-0.335552531
10.51,-0.035047884
11.01,-0.062515317
11.51,-0.136218769
12.01,-0.33925145
12.51,-0.350733022
13.01,-0.241513334
13.51,-0.250628368
14.01,-0.099669176
14.51,0.138605286
15.01,0.592443488
15.51,0.149262361
16.01,0.529352086
16.51,0.629083017
17.01,0.650791544
17.51,0.472685181
18.01,0.730835843
18.51,0.278267571
19.01,0.219052109
19.51,-0.120540922
20.01,-0.142074613
20.51,-0.413269893
21.01,0.041844503
21.51,0.351738462
22.01,0.301834259
22.51,0.396027139
23,0.407244466
0.1,0.574033436
0.5,-0.117367283
1,0.057109
1.5,0.841622344
2,-0.628954887
2.5,-0.828188083
3,-0.530861014
3.5,-0.005538457
4,-0.426293172
4.5,-0.858582924
5,-0.650886867
5.5,0.194533167
6,0.21311898
6.5,0.018728714
7,-0.325495475
7.5,-0.007985433
8,0.864862961
8.5,1.149008002
9,0.603720753
9.5,0.769863937
10,0.512566353
10.5,0.329627897
11,0.651923184
11.5,0.17983536
12,-0.153622715
12.5,-0.247845979
13,0.257932612
13.5,0.348202985
14,0.100658424
14.5,0.129801779
15,0.143757432
15.5,0.504871134
16,0.680924303
16.5,0.463126611
17,0.552720536
17.5,0.686156734
18,0.704823763
18.5,0.648329215
19,0.397192692
19.5,0.350887274
0.1,1.055121898
0.5,0.363721179
1,-0.384723752
1.5,0.265274431
2,0.158011049
2.5,-0.289191582
3,-0.464611628
3.5,0.38893753
4,-0.304403354
4.5,-1.114516298
5,-0.077086444
5.5,-0.167256878
6,0.20430835
6.5,-0.274818478
7,-1.047630192
7.5,-0.027919648
8,-0.322696814
8.5,0.383807504
9,0.271338502
9.5,0.670608979
10,0.550593749
10.5,0.13857266
11,0.688557317
11.5,0.56678142
12,0.212554676
12.5,0.161014718
13,0.273200084
13.5,0.187733937
14,0.415501319
14.5,0.329039809
15,0.525317019
15.5,0.535642792
16,0.718407396
16.5,0.783212107
17,1.135170297
17.5,1.076762728
18,1.136491243
18.5,0.812736395
19,0.650795451
19.5,0.604490033
1.51,-0.306817964
2.01,-0.595945059
2.51,-0.273011437
3.01,-0.320376016
3.51,-0.626761871
4.01,-0.38496971
4.51,-0.121504984
5.01,-0.230922985
5.51,-0.03871188
6.01,-0.381644905
6.51,-0.452759857
7.01,-0.610175787
7.51,-0.685568932
8.01,-0.340931347
8.51,0.08877278
9.01,0.178944822
9.51,0.226863978
10.01,0.176815049
10.51,0.256374595
11.01,0.280012694
11.51,0.262602513
12.01,0.347386081
12.51,0.481701644
13.01,0.366351818
13.51,0.227319986
14.01,0.233450185
14.51,0.25693727
15,0.159593061
0.51,-1.029802392
1.01,-0.670866821
1.51,0.345908261
2.01,-0.501112625
2.51,-0.147865826
3.01,0.132137719
3.51,4.510023404
4.01,0.93753043
4.51,0.653369404
5.01,0.343761227
5.51,0.007607656
6.01,0.149230795
6.51,-0.026977991
7.01,-0.239853227
7.51,-0.276162044
8.01,0.00305064
8.51,-0.115591238
9.01,0.027353469
9.51,-0.019173453
10.01,0.071658748
10.51,-0.118536074
11.01,-0.147180384
11.51,-0.138688547
12.01,-0.324422839
12.51,0.380360338
13.01,0.315562634
13.51,0.284701928
14.01,0.37593445
14.51,0.537231207
15.01,0.653851068
15.51,0.675018368
16.01,0.305838429
16.51,0.299831019
17.01,0.284140791
17.51,0.277495957
18,0.265194405
1.5,-1.41907597
2,-0.617348258
2.5,-0.657680364
3,-0.569777423
3.5,-0.627030378
4,-0.110434658
4.5,-0.646646601
5,-0.520648552
5.5,-0.599438891
6,-0.164062976
6.5,0.049420481
7,-0.03559198
7.5,0.145233359
8,0.105713255
8.5,0.266291471
9,0.110071999
9.5,0.209565525
10,0.067526231
10.5,0.350475173
11,0.447142947
11.5,0.379795346
12,0.478767392
12.5,0.665359237
13,0.393665206
13.5,0.410559619
14,0.2302462
14.5,0.162336919
15,0.463715552
15.5,0.35006338
16,0.430204586
16.5,0.36627332
17,0.412578352
17.5,0.318179852
18,0.54763426
18.5,0.559155723
19,0.509048632
19.5,0.527735887
20,0.620431696
20.5,0.341986025
21,0.405999871
21.5,0.524338857
22,0.638474165
22.5,-0.033453923
23,-0.17344768
23.5,-0.156496123
24,-0.138778348
