File Name,Depth, Hegazy Vs, Andrus-H Vs,Andrus-P Vs, Rob Vs, Mc15 Vs,  Mc18 Vs
SCPT_195188_Raw01,12.75,81.21,123.31,150.12,105.75,124.21,283.67
SCPT_195188_Raw01,12.77,79.44,122.16,148.72,104.19,123.64,283.39
SCPT_195188_Raw01,12.79,78.33,121.68,148.13,103.43,123.5,283.15
SCPT_195188_Raw01,12.81,77.65,121.48,147.89,103.05,123.46,282.92
SCPT_195188_Raw01,12.83,77.1,121.47,147.87,102.89,123.42,282.35
SCPT_195188_Raw01,12.85,75.5,121.06,147.38,102.13,122.87,280.31
SCPT_195188_Raw01,12.87,77.05,121.77,148.25,103.08,123.6,282.24
SCPT_195188_Raw01,12.89,76.49,121.79,148.26,102.95,123.44,281.29
SCPT_195188_Raw01,12.91,77.25,122.01,148.53,103.25,123.71,282.46
SCPT_195188_Raw01,12.93,78.55,122.9,149.62,104.34,124.32,283.31
SCPT_195188_Raw01,12.95,78.88,122.86,149.56,104.29,124.65,284.78
SCPT_195188_Raw01,12.97,78.9,122.89,149.6,104.27,124.8,285.23
SCPT_195188_Raw01,12.99,79.07,123,149.74,104.36,124.94,285.67
SCPT_195188_Raw01,13.01,79.23,123.14,149.91,104.47,125,285.78
SCPT_195188_Raw01,13.03,79.21,123.16,149.93,104.43,125.14,286.22
SCPT_195188_Raw01,13.05,79.23,123.32,150.13,104.55,125.3,286.35
SCPT_195188_Raw01,13.07,81.09,124.41,151.46,105.94,126.24,288.13
SCPT_195188_Raw01,13.09,80.58,124.33,151.36,105.71,126.12,287.6
SCPT_195188_Raw01,13.11,79.68,123.96,150.91,105.12,125.71,286.71
SCPT_195188_Raw01,13.13,78.99,123.39,150.21,104.34,125.23,286.44
SCPT_195188_Raw01,13.15,77.79,122.68,149.35,103.33,125.02,286.52
SCPT_195188_Raw01,13.17,76.99,122.35,148.95,102.78,124.9,286.28
SCPT_195188_Raw01,13.19,76.32,122.06,148.6,102.31,124.75,286.04
SCPT_195188_Raw01,13.21,75.5,122,148.52,102.05,124.52,284.79
SCPT_195188_Raw01,13.23,78,123.4,150.23,103.9,125.21,285.98
SCPT_195188_Raw01,13.25,77.06,123.19,149.97,103.46,125.16,285.41
SCPT_195188_Raw01,13.27,76.82,123.14,149.91,103.31,125.21,285.52
SCPT_195188_Raw01,13.29,75.63,122.52,149.16,102.4,124.81,284.9
SCPT_195188_Raw01,13.31,75.38,122.36,148.96,102.12,124.87,285.35
SCPT_195188_Raw01,13.33,74.66,122.06,148.59,101.62,124.74,285.09
SCPT_195188_Raw01,13.35,75.51,122.58,149.23,102.27,125.16,285.92
SCPT_195188_Raw01,13.37,74.16,122.22,148.79,101.6,124.72,284.26
SCPT_195188_Raw01,13.39,74.84,122.6,149.25,102.06,125.06,285.09
SCPT_195188_Raw01,13.41,75.46,122.95,149.67,102.47,125.39,285.92
SCPT_195188_Raw01,13.43,76.38,123.59,150.46,103.25,125.91,286.75
SCPT_195188_Raw01,13.45,77.26,123.84,150.76,103.59,126.26,288.21
SCPT_195188_Raw01,13.47,77.45,124.09,151.07,103.84,126.58,288.67
SCPT_195188_Raw01,13.49,77.43,124.22,151.23,103.91,126.72,288.79
SCPT_195188_Raw01,13.51,79.28,124.83,151.97,104.79,127.49,291.48
SCPT_195188_Raw01,13.53,79.97,125.37,152.62,105.41,127.99,292.24
SCPT_195188_Raw01,13.55,79.97,125.73,153.06,105.73,128.12,291.76
SCPT_195188_Raw01,13.57,77.39,124.74,151.86,104.22,127.1,288.92
SCPT_195188_Raw01,13.59,79.07,125.28,152.51,104.99,127.88,291.63
SCPT_195188_Raw01,13.61,79.67,125.16,152.37,104.9,128.18,293.56
SCPT_195188_Raw01,13.63,80.44,125.67,152.99,105.5,128.59,294.3
SCPT_195188_Raw01,13.65,83.72,128.11,155.96,108.53,129.51,294.22
SCPT_195188_Raw01,13.67,81.01,126.52,154.02,106.38,128.69,293.34
SCPT_195188_Raw01,13.69,79.48,125.63,152.94,105.14,128.32,293.1
SCPT_195188_Raw01,13.71,78.16,124.94,152.1,104.13,127.93,292.55
SCPT_195188_Raw01,13.73,76.35,124.21,151.21,103,127.36,291.04
SCPT_195188_Raw01,13.75,74.5,123.74,150.64,102.17,126.84,288.81
SCPT_195188_Raw01,13.77,74.75,123.96,150.9,102.38,127.07,289.27
SCPT_195188_Raw01,13.79,74.43,124.08,151.05,102.41,127.1,288.71
SCPT_195188_Raw01,13.81,75.6,124.63,151.73,103.12,127.64,290.19
SCPT_195188_Raw01,13.83,75.47,124.64,151.74,103.05,127.69,290.3
SCPT_195188_Raw01,13.85,75.26,124.46,151.51,102.76,127.55,290.39
SCPT_195188_Raw01,13.87,74.71,124.13,151.11,102.26,127.43,290.47
SCPT_195188_Raw01,13.89,74.57,124.12,151.11,102.17,127.48,290.58
SCPT_195188_Raw01,13.91,74.12,124.01,150.97,101.93,127.44,290.34
SCPT_195188_Raw01,13.93,74.06,124.22,151.23,102.09,127.57,290.13
SCPT_195188_Raw01,13.95,74.75,124.57,151.65,102.51,127.99,291.26
SCPT_195188_Raw01,13.97,75.5,125.07,152.26,103.1,128.41,292.05
SCPT_195188_Raw01,13.99,76.19,125.29,152.52,103.38,128.65,293.13
SCPT_195188_Raw01,14.01,77.59,126.03,153.43,104.33,129.4,294.85
SCPT_195188_Raw01,14.03,79.1,126.7,154.24,105.21,130.24,297.11
SCPT_195188_Raw01,14.05,80.36,127.52,155.24,106.22,130.87,298.14
SCPT_195188_Raw01,14.07,80.68,127.53,155.26,106.22,130.92,298.81
SCPT_195188_Raw01,14.09,79.75,127.25,154.91,105.72,130.56,297.74
SCPT_195188_Raw01,14.11,79.79,127.15,154.8,105.56,130.77,298.71
SCPT_195188_Raw01,14.13,79.27,127.02,154.63,105.28,130.74,298.53
SCPT_195188_Raw01,14.15,78.91,126.95,154.55,105.09,130.71,298.34
SCPT_195188_Raw01,14.17,77.75,126.76,154.32,104.66,130.34,296.66
SCPT_195188_Raw01,14.19,77.15,126.51,154.01,104.25,130.23,296.45
SCPT_195188_Raw01,14.21,77.11,126.6,154.12,104.28,130.19,296.24
SCPT_195188_Raw01,14.23,77.13,126.84,154.42,104.49,130.32,296.06
SCPT_195188_Raw01,14.25,77.49,127.01,154.62,104.66,130.55,296.78
SCPT_195188_Raw01,14.27,78.63,127.68,155.43,105.49,131.19,298.14
SCPT_195188_Raw01,14.29,76.91,127.11,154.74,104.57,130.55,296.08
SCPT_195188_Raw01,14.31,75.01,126.22,153.66,103.27,129.72,294.21
SCPT_195188_Raw01,14.33,73.03,125.23,152.46,101.85,128.95,292.59
SCPT_195188_Raw01,14.35,70.03,123.45,150.29,99.39,127.78,290.86
SCPT_195188_Raw01,14.37,68.49,122.93,149.65,98.54,127.32,289.14
SCPT_195188_Raw01,14.39,69.09,123.35,150.17,99.05,127.76,290
SCPT_195188_Raw01,14.41,69.29,123.73,150.62,99.44,127.78,289.39
SCPT_195188_Raw01,14.43,69.85,124.06,151.03,99.83,128.12,290.24
SCPT_195188_Raw01,14.45,71.46,125.05,152.24,101.09,128.94,291.82
SCPT_195188_Raw01,14.47,72.41,125.5,152.79,101.66,129.46,293.33
SCPT_195188_Raw01,14.49,72.96,125.83,153.19,102.04,129.79,294.12
SCPT_195188_Raw01,14.51,74.64,126.54,154.05,102.98,130.59,296.55
SCPT_195188_Raw01,14.53,74.57,126.64,154.17,103.02,130.73,296.66
SCPT_195188_Raw01,14.55,73.63,126.29,153.74,102.44,130.42,295.78
SCPT_195188_Raw01,14.57,71.4,125.5,152.78,101.23,129.5,292.81
SCPT_195188_Raw01,14.59,72.96,125.94,153.32,101.85,130.33,295.96
SCPT_195188_Raw01,14.61,75.52,127.11,154.75,103.42,131.54,299.27
SCPT_195188_Raw01,14.63,78.86,130.48,158.84,107.51,132.58,297.05
SCPT_195188_Raw01,14.65,80.85,131.04,159.53,108.33,132.58,298.38
SCPT_195188_Raw01,14.67,79.23,129.82,158.04,106.72,132.29,299.05
SCPT_195188_Raw01,14.69,78.4,129.3,157.4,105.98,132.52,300.07
SCPT_195188_Raw01,14.71,78.9,129.48,157.63,106.19,133.07,301.68
SCPT_195188_Raw01,14.73,78.3,129.36,157.48,105.92,133.14,301.5
SCPT_195188_Raw01,14.75,76.61,128.61,156.56,104.81,132.67,300.38
SCPT_195188_Raw01,14.77,75.95,128.01,155.83,103.99,132.54,301.05
SCPT_195188_Raw01,14.79,75.12,127.67,155.43,103.45,132.33,300.53
SCPT_195188_Raw01,14.81,74.39,127.41,155.1,103,132.3,300.33
SCPT_195188_Raw01,14.83,72.93,127.05,154.67,102.37,131.81,298.24
SCPT_195188_Raw01,14.85,72.47,126.96,154.56,102.15,131.67,297.69
SCPT_195188_Raw01,14.87,72.95,127.3,154.98,102.54,131.92,298.13
SCPT_195188_Raw01,14.89,74.11,128.03,155.86,103.43,132.05,298.24
SCPT_195188_Raw01,14.91,74.19,128.16,156.02,103.53,132.27,298.67
SCPT_195188_Raw01,14.93,73.63,127.93,155.75,103.15,132.32,298.78
SCPT_195188_Raw01,14.95,73.47,128.04,155.87,103.19,132.53,298.9
SCPT_195188_Raw01,14.97,73.77,128.45,156.37,103.62,132.85,299.03
SCPT_195188_Raw01,14.99,73.36,128.53,156.47,103.62,132.78,298.16
SCPT_195188_Raw01,15.01,72.63,128.66,156.63,103.62,132.68,296.61
SCPT_195188_Raw01,15.03,73.11,129.06,157.12,104.07,133,297.08
SCPT_195188_Raw01,15.05,73.48,129.8,158.02,104.89,133.23,296.19
SCPT_195188_Raw01,15.07,72.54,129.57,157.74,104.47,132.77,294.51
SCPT_195188_Raw01,15.09,71.6,128.82,156.83,103.46,132.23,294.19
SCPT_195188_Raw01,15.11,72.31,128.99,157.03,103.66,132.7,296.08
SCPT_195188_Raw01,15.13,72,128.91,156.94,103.48,132.95,296.54
SCPT_195188_Raw01,15.15,72.58,129.36,157.49,104,133.25,297
SCPT_195188_Raw01,15.17,72.63,129.32,157.43,103.89,133.42,297.78
SCPT_195188_Raw01,15.19,72.75,129.46,157.6,104.01,133.65,298.23
SCPT_195188_Raw01,15.21,73.42,129.57,157.74,104.14,134.02,299.98
SCPT_195188_Raw01,15.23,73.83,129.74,157.94,104.32,134.34,301.06
SCPT_195188_Raw01,15.25,74.49,130.09,158.37,104.73,134.74,302.12
SCPT_195188_Raw01,15.27,75.89,130.62,159.02,105.42,135.4,304.37
SCPT_195188_Raw01,15.29,77.56,131.6,160.21,106.65,136.19,305.98
SCPT_195188_Raw01,15.31,79.19,132.21,160.95,107.45,136.88,308.35
SCPT_195188_Raw01,15.33,79.03,132.04,160.75,107.18,136.85,308.71
SCPT_195188_Raw01,15.35,79.09,132.11,160.83,107.2,136.98,309.08
SCPT_195188_Raw01,15.37,78.71,132.28,161.04,107.29,137.04,308.39
SCPT_195188_Raw01,15.39,78.16,132.23,160.98,107.11,136.93,307.65
SCPT_195188_Raw01,15.41,77,131.75,160.39,106.38,136.66,306.89
SCPT_195188_Raw01,15.43,75.7,131.18,159.7,105.55,136.37,306.1
SCPT_195188_Raw01,15.45,75.57,131.11,159.61,105.38,136.17,305.89
SCPT_195188_Raw01,15.47,75.06,130.79,159.22,104.91,136.06,305.97
SCPT_195188_Raw01,15.49,75.67,131.31,159.86,105.5,136.43,306.39
SCPT_195188_Raw01,15.51,76.68,131.88,160.56,106.2,136.99,307.68
SCPT_195188_Raw01,15.53,77.57,132.45,161.25,106.88,137.36,308.37
SCPT_195188_Raw01,15.55,77.94,132.7,161.55,107.13,137.65,309.04
SCPT_195188_Raw01,15.57,76.87,132.2,160.94,106.4,137.3,308.27
SCPT_195188_Raw01,15.59,78.87,132.97,161.88,107.42,138.29,311.43
SCPT_195188_Raw01,15.61,79.51,134.45,163.68,109.08,138.92,309.74
SCPT_195188_Raw01,15.63,86.17,141.81,172.63,117.68,142.22,307.13
SCPT_195188_Raw01,15.65,82.37,139.8,170.19,115.07,140.82,304.06
SCPT_195188_Raw01,15.67,79.46,137.13,166.94,111.83,139.45,304
SCPT_195188_Raw01,15.69,77.87,136.57,166.25,110.99,139.52,303.48
SCPT_195188_Raw01,15.71,78.85,138.19,168.23,112.79,140.26,302.37
SCPT_195188_Raw01,15.73,80.62,139.65,170.01,114.5,141.74,304.54
SCPT_195188_Raw01,15.75,87.28,144.14,175.47,119.93,145.5,310.87
SCPT_195188_Raw01,15.77,94.19,149.5,182,126.22,149.29,315.31
SCPT_195188_Raw01,15.79,97.7,151.2,184.06,128.32,150.98,319.44
SCPT_195188_Raw01,15.81,105.05,154.93,188.62,132.93,154.23,326.55
SCPT_195188_Raw01,15.83,116.73,160.8,195.76,140.18,159.62,337.63
SCPT_195188_Raw01,15.85,135.78,174.83,212.84,156.3,170.94,350.69
SCPT_195188_Raw01,15.87,158.76,191.69,233.37,175.77,184.38,364.84
SCPT_195188_Raw01,15.89,174.75,207.42,252.51,194.45,198.49,374.53
SCPT_195188_Raw01,15.91,196.93,215.66,262.54,204.56,204.53,387.98
SCPT_195188_Raw01,15.93,231.14,226.34,275.54,218.05,212.04,406.06
SCPT_195188_Raw01,15.95,241.2,231.76,282.14,224.68,216.77,411.48
SCPT_195188_Raw01,15.97,257.38,242.48,295.19,238.16,226.62,419.84
SCPT_195188_Raw01,15.99,266.46,251.34,305.97,250.35,236.39,425.3
SCPT_195188_Raw01,16.01,284.24,259.68,316.14,261.75,244.12,433.56
SCPT_195188_Raw01,16.03,306.43,268.73,327.15,274.08,251.91,442.81
SCPT_195188_Raw01,16.05,316.38,272.87,332.18,279.83,255.6,446.89
SCPT_195188_Raw01,16.07,314.22,273.38,332.81,281.26,257.27,446.72
SCPT_195188_Raw01,16.09,311.85,273.63,333.11,282.34,258.7,446.42
SCPT_195188_Raw01,16.11,306.45,272.43,331.65,281.26,258.65,444.84
SCPT_195188_Raw01,16.13,304.33,271.84,330.93,280.48,258.35,444.26
SCPT_195188_Raw01,16.15,317.03,274.74,334.46,282.74,258.47,448.55
SCPT_195188_Raw01,16.17,326.87,276.43,336.53,283.73,257.94,451.68
SCPT_195188_Raw01,16.19,335.32,278.12,338.58,285.23,258.11,454.45
SCPT_195188_Raw01,16.21,334.59,277.92,338.34,284.86,257.97,454.39
SCPT_195188_Raw01,16.23,337.33,278.55,339.1,285.43,258.16,455.45
SCPT_195188_Raw01,16.25,321.65,274.43,334.09,280.39,256.06,450.43
SCPT_195188_Raw01,16.27,302.49,268.68,327.09,273.16,252.54,443.71
SCPT_195188_Raw01,16.29,303,268.62,327.02,272.8,252.21,443.99
SCPT_195188_Raw01,16.31,307.74,269.96,328.65,274.25,252.88,445.88
SCPT_195188_Raw01,16.33,316.54,272.25,331.44,276.77,253.97,449.22
SCPT_195188_Raw01,16.35,336.48,278.51,339.06,284.71,258.16,456.35
SCPT_195188_Raw01,16.37,361.23,286.36,348.61,294.93,263.68,464.72
SCPT_195188_Raw01,16.39,371.67,291.09,354.37,301.81,268.27,468.63
SCPT_195188_Raw01,16.41,382.79,295.15,359.32,307.48,271.7,472.41
SCPT_195188_Raw01,16.43,392.5,298.55,363.45,312.16,274.47,475.63
SCPT_195188_Raw01,16.45,384.24,297.28,361.91,311.19,274.84,473.73
SCPT_195188_Raw01,16.47,366.88,293.42,357.2,307.16,273.88,469.08
SCPT_195188_Raw01,16.49,352.23,289.89,352.9,303.52,272.9,464.97
SCPT_195188_Raw01,16.51,352.66,290.11,353.18,303.74,273.11,465.31
SCPT_195188_Raw01,16.53,356.66,291.35,354.69,305.13,273.82,466.75
SCPT_195188_Raw01,16.55,358.7,292.03,355.51,305.87,274.24,467.59
SCPT_195188_Raw01,16.57,315.2,279.75,340.56,292.73,269.29,453.73
SCPT_195188_Raw01,16.59,322.02,281.86,343.14,294.81,270.15,456.24
SCPT_195188_Raw01,16.61,328.08,283.52,345.16,296.06,270.4,458.36
SCPT_195188_Raw01,16.63,330.67,283.74,345.42,295.11,269.26,459.15
SCPT_195188_Raw01,16.65,334.28,284.06,345.81,294.23,268.03,460.23
SCPT_195188_Raw01,16.67,338.47,284.39,346.21,293.42,266.78,461.46
SCPT_195188_Raw01,16.69,342.92,284.68,346.57,292.72,265.61,462.78
SCPT_195188_Raw01,16.71,349.22,285.62,347.72,293.11,265.15,464.75
SCPT_195188_Raw01,16.73,363.68,288.7,351.46,296.26,265.98,469.26
SCPT_195188_Raw01,16.75,376.51,290.59,353.76,297.85,265.73,472.99
SCPT_195188_Raw01,16.77,391.63,293.04,356.74,300.41,266.07,477.32
SCPT_195188_Raw01,16.79,403.64,293.04,356.74,299.8,264.18,480.37
SCPT_195188_Raw01,16.81,402.35,291.1,354.38,297.03,262.12,479.93
SCPT_195188_Raw01,16.83,388.21,286.32,348.57,290.64,258.54,475.85
SCPT_195188_Raw01,16.85,365.81,282.01,343.32,285.01,256.61,469.55
SCPT_195188_Raw01,16.87,333.41,274.17,333.77,274.98,252.23,459.38
SCPT_195188_Raw01,16.89,307.84,267.18,325.26,266.11,248.01,450.56
SCPT_195188_Raw01,16.91,282.53,259.85,316.34,256.97,243.53,441.02
SCPT_195188_Raw01,16.93,273.61,257.39,313.34,253.96,242.19,437.61
SCPT_195188_Raw01,16.95,283.37,260.43,317.05,257.59,244.12,441.8
SCPT_195188_Raw01,16.97,292.72,263.71,321.03,261.65,246.5,445.78
SCPT_195188_Raw01,16.99,297.54,265.72,323.49,264.23,248.19,447.95
SCPT_195188_Raw01,17.01,303.18,267.75,325.96,266.75,249.71,450.35
SCPT_195188_Raw01,17.03,310.5,270.09,328.81,269.6,251.29,453.3
SCPT_195188_Raw01,17.05,309.72,270.7,329.55,270.55,252.31,453.37
SCPT_195188_Raw01,17.07,303.64,270.16,328.89,270.34,253.05,451.58
SCPT_195188_Raw01,17.09,290.01,267.11,325.18,267.2,252.29,446.78
SCPT_195188_Raw01,17.11,270.49,261.93,318.87,261.83,250.42,439.25
SCPT_195188_Raw01,17.13,268.73,261.83,318.75,262.06,250.97,438.81
SCPT_195188_Raw01,17.15,269.6,262.36,319.39,262.79,251.57,439.42
SCPT_195188_Raw01,17.17,271.07,262.85,319.99,263.19,251.79,440.21
SCPT_195188_Raw01,17.19,274.28,263.93,321.31,264.32,252.41,441.74
SCPT_195188_Raw01,17.21,278.07,265.47,323.18,266.26,253.67,443.57
SCPT_195188_Raw01,17.23,280.25,266.56,324.51,267.78,254.78,444.74
SCPT_195188_Raw01,17.25,279.57,266.49,324.42,267.71,254.89,444.67
SCPT_195188_Raw01,17.27,272.43,264.14,321.57,264.86,253.47,441.86
SCPT_195188_Raw01,17.29,263.47,260.91,317.63,260.72,251.16,438.09
SCPT_195188_Raw01,17.31,260.42,259.43,315.82,258.33,249.54,436.78
SCPT_195188_Raw01,17.33,262.17,259.65,316.1,258.04,249.1,437.62
SCPT_195188_Raw01,17.35,263.44,259.81,316.29,257.82,248.79,438.28
SCPT_195188_Raw01,17.37,269.91,261.6,318.47,259.46,249.4,441.18
SCPT_195188_Raw01,17.39,275.25,263.4,320.66,261.47,250.5,443.62
SCPT_195188_Raw01,17.41,276.69,264.18,321.61,262.51,251.3,444.48
SCPT_195188_Raw01,17.43,276.49,264.45,321.94,262.97,251.81,444.64
SCPT_195188_Raw01,17.45,272.62,263.34,320.59,261.66,251.29,443.22
SCPT_195188_Raw01,17.47,271.6,263.08,320.27,261.27,251.16,442.98
SCPT_195188_Raw01,17.49,272.86,263.95,321.33,262.56,252.2,443.79
SCPT_195188_Raw01,17.51,241.99,254.18,309.44,252.4,247.68,430.18
SCPT_195188_Raw01,17.53,245.02,255.32,310.83,253.56,248.36,431.82
SCPT_195188_Raw01,17.55,247.33,255.94,311.58,253.77,248.28,433.02
SCPT_195188_Raw01,17.57,234.01,250.68,305.18,247.13,244.35,426.61
SCPT_195188_Raw01,17.59,246.49,254.24,309.51,249.89,245.13,432.72
SCPT_195188_Raw01,17.61,259.94,257.73,313.76,252.87,245.94,438.86
SCPT_195188_Raw01,17.63,266.04,258.96,315.26,253.71,245.93,441.63
SCPT_195188_Raw01,17.65,276.22,262.16,319.15,257.36,247.8,446.09
SCPT_195188_Raw01,17.67,280.29,263.5,320.78,258.87,248.64,447.95
SCPT_195188_Raw01,17.69,280.07,263.63,320.94,259,248.86,448.05
SCPT_195188_Raw01,17.71,280.32,264.05,321.46,259.58,249.4,448.39
SCPT_195188_Raw01,17.73,278.62,264.12,321.53,259.87,249.96,447.96
SCPT_195188_Raw01,17.75,262.44,259.78,316.25,255.26,248.2,441.33
SCPT_195188_Raw01,17.77,253.53,257.2,313.11,252.51,247.07,437.54
SCPT_195188_Raw01,17.79,259.42,259.19,315.54,254.66,248.24,440.4
SCPT_195188_Raw01,17.81,270.91,262.77,319.9,258.52,250.14,445.6
SCPT_195188_Raw01,17.83,280.23,265.5,323.22,261.42,251.5,449.68
SCPT_195188_Raw01,17.85,279.23,265.36,323.05,261.24,251.57,449.47
SCPT_195188_Raw01,17.87,264.95,261.2,317.98,256.58,249.49,443.6
SCPT_195188_Raw01,17.89,231.01,249.49,303.72,243.16,242.33,427.62
SCPT_195188_Raw01,17.91,222.12,244.25,297.34,235.17,236.45,422.79
SCPT_195188_Raw01,17.93,223.11,241.13,293.54,229.29,231.1,423.11
SCPT_195188_Raw01,17.95,228.12,238.34,290.15,224.57,226.33,425.57
SCPT_195188_Raw01,17.97,219.16,231.81,282.2,216.2,220.13,420.93
SCPT_195188_Raw01,17.99,201.62,225.14,274.08,207.99,215.08,411.33
SCPT_195188_Raw01,18.01,174.02,215.64,262.52,196.74,208.36,393.98
SCPT_195188_Raw01,18.03,160.33,210.09,255.76,190.21,204.09,384.19
SCPT_195188_Raw01,18.05,167.39,209.76,255.36,189.14,202.51,389.96
SCPT_195188_Raw01,18.07,166.77,205.22,249.83,183.51,197.74,390.25
SCPT_195188_Raw01,18.09,132.6,190.6,232.04,166.04,185.53,363.06
SCPT_195188_Raw01,18.11,129.78,189.72,230.96,164.98,184.86,360.49
SCPT_195188_Raw01,18.13,138.17,193.27,235.28,169.05,187.92,368.46
SCPT_195188_Raw01,18.15,139.35,190.61,232.04,165.81,185.22,370.66
SCPT_195188_Raw01,18.17,169.9,195.58,238.1,172.9,188.99,395.52
SCPT_195188_Raw01,18.19,206.53,224.25,273,206.09,213.72,416.22
SCPT_195188_Raw01,18.21,234.84,249.75,304.04,240.38,240.59,432.16
SCPT_195188_Raw01,18.23,251.96,259.45,315.85,254.74,251.1,441.22
SCPT_195188_Raw01,18.25,270.73,265.78,323.56,261.67,254.72,449.85
SCPT_195188_Raw01,18.27,296.36,273.61,333.09,270.3,258.9,460.58
SCPT_195188_Raw01,18.29,307.8,277.56,337.89,275.12,261.65,465.25
SCPT_195188_Raw01,18.31,322.26,281.66,342.89,279.73,263.84,470.77
SCPT_195188_Raw01,18.33,324.45,281.84,343.12,279.56,263.5,471.68
SCPT_195188_Raw01,18.35,323.33,280.78,341.82,277.77,262.2,471.38
SCPT_195188_Raw01,18.37,319.07,278.89,339.51,275.04,260.49,469.94
SCPT_195188_Raw01,18.39,317.03,277.79,338.18,273.37,259.41,469.33
SCPT_195188_Raw01,18.41,319.89,278.57,339.13,274.18,259.83,470.57
SCPT_195188_Raw01,18.43,327.07,280.62,341.62,276.53,261.05,473.36
SCPT_195188_Raw01,18.45,340.68,284.34,346.15,280.93,263.22,478.33
SCPT_195188_Raw01,18.47,353.5,287.56,350.07,284.7,264.97,482.84
SCPT_195188_Raw01,18.49,365.4,290.55,353.71,288.25,266.65,486.91
SCPT_195188_Raw01,18.51,370.51,291.82,355.26,289.71,267.37,488.74
SCPT_195188_Raw01,18.53,361.77,290.08,353.15,287.56,266.66,486.19
SCPT_195188_Raw01,18.55,355.49,288.8,351.58,285.95,266.13,484.37
SCPT_195188_Raw01,18.57,280.75,269.59,328.2,264.18,256.83,457.06
SCPT_195188_Raw01,18.59,292.04,273.19,332.58,268.24,258.97,461.9
SCPT_195188_Raw01,18.61,309.92,278.6,339.16,274.41,262.08,469.08
SCPT_195188_Raw01,18.63,330.97,284.46,346.3,281.11,265.29,476.99
SCPT_195188_Raw01,18.65,351.66,290.48,353.62,288.38,269.01,484.33
SCPT_195188_Raw01,18.67,367.9,294.64,358.69,293.25,271.28,489.82
SCPT_195188_Raw01,18.69,374.76,296.88,361.42,296.03,272.88,492.23
SCPT_195188_Raw01,18.71,389.4,301.37,366.88,301.7,275.97,497
SCPT_195188_Raw01,18.73,348.12,292.79,356.44,292.46,273.14,484.22
SCPT_195188_Raw01,18.75,342.66,292.88,356.55,293.74,274.93,482.73
SCPT_195188_Raw01,18.77,352.71,297.73,362.45,301.23,280.02,486.54
SCPT_195188_Raw01,18.79,366.93,304.02,370.11,311.23,286.63,491.65
SCPT_195188_Raw01,18.81,386.61,311.2,378.85,321.84,293.03,498.17
SCPT_195188_Raw01,18.83,400.33,316.42,385.21,330.26,298.3,502.63
SCPT_195188_Raw01,18.85,396.58,315.64,384.26,329.76,298.41,501.76
SCPT_195188_Raw01,18.87,392.14,314.08,382.35,326.97,296.77,500.57
SCPT_195188_Raw01,18.89,382.26,310.73,378.28,321.77,293.81,497.68
SCPT_195188_Raw01,18.91,365.31,305.24,371.6,314.2,289.75,492.46
SCPT_195188_Raw01,18.93,361.68,303.8,369.84,311.58,288.12,491.41
SCPT_195188_Raw01,18.95,364.18,303.89,369.96,310.36,286.89,492.31
SCPT_195188_Raw01,18.97,364.13,303.45,369.42,308.99,285.86,492.43
SCPT_195188_Raw01,18.99,363.2,303.03,368.9,308.07,285.3,492.3
SCPT_195188_Raw01,19,363.2,304.72,370.96,309.54,285.76,494.57
