Name,Lat,Long,Elevation,NZS1170SiteClass,Vs30_median,Sigmaln_Vs30,Q_Vs30,Vs30_Ref,T_median,sigmaln_T,Q_T,D_T,T_Ref,Z1.0_median,sigmaln_Z1.0,Q_Z1.0,Z1.0_Bedrock,Z1.0_Ref,Z2.5_median,sigmaln_Z2.5,Q_Z2.5,Z2.5_Ref,Reference_site,TopoT_median,Deeprock_T
MKYD,-43.7407,172.34659,8,D,326,0.203,Q3,Foster et al. (2019),5.4,0.2,Q2,I,Stolte et al. 2021,315,0.3,Q3,0,NZVM (2021),2275,0.3,Q3,NZVM (2021),0,0,0
MNSD,-43.48312,172.45871,46,D,500,0.203,Q3,Foster et al. (2019),6.4,0.2,Q2,I,Stolte et al. 2021,875,0.3,Q3,0,NZVM (2021),1625,0.3,Q3,NZVM (2021),0,0,0
MOVZ,-39.40674894,175.7528437,797,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),1,0,0
MOW,-41.41999184,175.2521696,386,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,0
MOZ,-38.50402867,174.8031755,386,B,800,0.2,Q2,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
MRHZ,-38.8337,176.4173,6,C,560,0.4565,Q3,Foster et al. (2019) & Perrin et al. (2015),0.29,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,0,0
MRNZ,-41.39903,172.75766,339,D,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.69,0.2,Q2,I,Manea et al. 2021 unpublished,165,0.3,Q3,1,NZVM (2021),3275,0.3,Q3,NZVM (2021),0,0,0
MRW,-41.22952617,174.6998434,228,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),1,0,0
MSHC,-43.461895,172.648002,4,D,189,0.157,Q3,Foster et al. (2019),6.3,0.1,Q1,I,Manea et al. 2021 unpublished,705,0.3,Q3,0,NZVM (2021),3175,0.3,Q3,NZVM (2021),0,0,0
MSWZ,-41.41583174,175.2494596,56,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,0
MTAZ,-36.78649,174.9056,40,C,428,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.117647059,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),625,0.5,Q3,NZVM (2021),0,0,0
MTVZ,-39.38460784,175.4704103,212,D,549,0.3735,Q3,Foster et al. (2019) & Perrin et al. (2015),2.8,0.2,Q2,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
MTW,-41.15792639,175.5015738,300,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0
MUGZ,-38.4771,176.7705,20,C,354,0.3005,Q3,Foster et al. (2019) & Perrin et al. (2015),0.28,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0
MYRZ,-37.28020909,176.2409973,211,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),725,0.5,Q3,NZVM (2021),0,1.4,1
NBEZ,-39.26795,173.8676,943,C,363,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.2,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1975,0.5,Q3,NZVM (2021),0,0,1
NEZ,-39.270466,174.096096,1003,D,357,0.355,Q3,Foster et al. (2019) & Perrin et al. (2015),0.68,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),3025,0.5,Q3,NZVM (2021),0,0,0
NGA1,-39.15970358,175.616893,1032,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),925,0.5,Q3,NZVM (2021),0,0,1
NGA3,-39.14786,175.64043,5,B,636,0.3755,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1275,0.5,Q3,NZVM (2021),0,0.55,1
NGRZ,-38.1018,176.1874,20,B,602,0.4175,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,1,1
NGZ,-39.17558387,175.6011727,161,B,674,0.32,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),525,0.5,Q3,NZVM (2021),0,0,1
NMEZ,-39.4132,173.8775,8,D,301,0.372,Q3,Foster et al. (2019) & Perrin et al. (2015),0.8,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,0,1
NMHZ,-39.09705493,176.8065179,3,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),4625,0.5,Q3,NZVM (2021),0,0.5,0
NNVZ,-39.13173,175.6152667,2,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0.83,1
NOVZ,-39.126493,175.610657,116,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),1175,0.5,Q3,NZVM (2021),0,0,0
NOZ,-38.61623791,178.0369146,463,B,1000,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),15,0.3,Q3,1,NSHM (2021) ,10925,0.5,Q3,NZVM (2021),0,0,0
NRZ,-39.33574321,173.9331616,5,C,286,0.392,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0,0
NSDF,-45.18306514,167.1002446,429,C,314,0.384,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
NTVZ,-39.0984817,175.6759733,463,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,1225,0.5,Q3,NZVM (2021),0,0.43,0
NWEZ,-39.27488,173.86743,743,C,339,0.3735,Q3,Foster et al. (2019) & Perrin et al. (2015),0.17,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1975,0.5,Q3,NZVM (2021),0,0,1
OGWZ,-40.81668792,175.170301,98,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),0,0,0
OHWZ,-40.2056,175.3151,459,D,265,0.3585,Q3,Foster et al. (2019) & Perrin et al. (2015),1,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,1
OIZ,-39.04494075,175.3926807,520,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),575,0.5,Q3,NZVM (2021),0,0,0
OKCZ,-43.72325,173.05951,703,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1975,0.3,Q3,NZVM (2021),0,0,0
OKUC,-43.780667,172.831319,103,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.3,Q3,1,NZVM (2021),1675,0.3,Q3,NZVM (2021),0,0,0
OMRZ,-38.10621459,176.371696,62,B,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),1625,0.5,Q3,NZVM (2021),0,0,1
OPRZ,-37.84430007,176.5549291,429,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),375,0.5,Q3,NZVM (2021),0,0,0
OTAZ,-36.94940025,174.9248827,104,B,800,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,0
OTVZ,-39.16311376,175.6650736,600,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0
OTW,-41.27578794,175.0043671,11,B,618,0.3635,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
OUZ,-35.21968871,173.5961334,177,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,275,0.5,Q3,NZVM (2021),1,0,0
PATZ,-38.37952957,176.2584937,17,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),2125,0.5,Q3,NZVM (2021),0,0,0
PAWZ,-41.38156135,175.426892,1189,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2375,0.5,Q3,NZVM (2021),0,0,0
PKE,-39.19386044,173.9867028,497,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0,0
PKGZ,-37.8664,178.0805,570,B,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0.2,0
PKVZ,-39.2892856,175.3463792,1250,C,317,0.389,Q3,Foster et al. (2019) & Perrin et al. (2015),0.19,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),875,0.5,Q3,NZVM (2021),0,0,1
PLWZ,-41.56917532,175.254789,72,B,625,0.3655,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2975,0.5,Q3,NZVM (2021),0,0,0
PNHZ,-39.91337053,176.1997974,84,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0,0
POIZ,-38.63056396,176.03423,41,B,590,0.4185,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),2325,0.5,Q3,NZVM (2021),0,0,1
POWZ,-40.39171988,175.7679902,364,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0.33,0
PREZ,-39.3421,174.1589,21,C,387,0.3735,Q3,Foster et al. (2019) & Perrin et al. (2015),0.3,0.1,Q1,I,Manea et al. 2021 unpublished,75,0.5,Q3,1,NZVM (2021),3075,0.5,Q3,NZVM (2021),0,0,1
PRGZ,-38.92259366,177.8832817,223,B,1000,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,15,0.3,Q3,1,NSHM (2021) ,9075,0.5,Q3,NZVM (2021),0,0,0
PRHZ,-40.26636906,176.6351715,21,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1825,0.5,Q3,NZVM (2021),0,0.5,0
PRRZ,-38.4971,176.393,2043,C,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.2,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),1375,0.5,Q3,NZVM (2021),0,0,1
PRSH,-44.10984184,168.9546754,349,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0
PRWZ,-40.55470391,175.9710121,25,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),3425,0.5,Q3,NZVM (2021),0,0,0
PURC,-43.652303,172.760482,546,B,612,0.386,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.3,Q3,1,NZVM (2021),1525,0.3,Q3,NZVM (2021),1,0,0
RACZ,-43.72709,172.13956,371,D,473,0.355,Q3,Foster et al. (2019),5.5,0.1,Q1,I,Manea et al. 2021 unpublished,495,0.3,Q3,0,NZVM (2021),1575,0.3,Q3,NZVM (2021),0,0,0
RAEZ,-39.28654331,174.3934674,258,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),3925,0.5,Q3,NZVM (2021),0,0,0
RAGZ,-38.4956,177.4154,184,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.2,0
RAHZ,-38.91616189,177.0860219,1410,B,800,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),3075,0.5,Q3,NZVM (2021),0,0,0
RATZ,-38.86649804,175.772176,106,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1525,0.5,Q3,NZVM (2021),0,0.67,1
RCHC,-43.576415,172.749216,83,B,683,0.304,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.3,Q3,1,NZVM (2021),1775,0.3,Q3,NZVM (2021),0,0.48,0
RF2R,-38.36242918,176.2281934,466,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),45,0.5,Q3,1,NZVM (2021),1725,0.5,Q3,NZVM (2021),0,0,0
RF3R,-38.35902905,176.201393,646,B,675,0.3475,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1775,0.5,Q3,NZVM (2021),0,0,0
RF4R,-38.33652856,176.1751928,1066,C,422,0.3545,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),85,0.5,Q3,1,NZVM (2021),1925,0.5,Q3,NZVM (2021),0,0,0
RF5R,-38.33492845,176.1389924,49,C,306,0.3,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),2025,0.5,Q3,NZVM (2021),0,0,0
RHOC,-43.646078,172.588313,60,B,611,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.3,Q3,1,NZVM (2021),1075,0.3,Q3,NZVM (2021),0,0,0
RIGZ,-38.7058,177.7622,104,C,604,0.3615,Q3,Foster et al. (2019) & Perrin et al. (2015),0.15,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),4825,0.5,Q3,NZVM (2021),0,0,0
RITZ,-38.97715044,175.8584766,347,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),2175,0.5,Q3,NZVM (2021),0,0.13,1
RONF,-44.676153,167.7048547,520,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1275,0.5,Q3,NZVM (2021),0,0,0
ROTR,-38.00192301,176.5509985,177,B,679,0.317,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),35,0.5,Q3,1,NZVM (2021),1075,0.5,Q3,NZVM (2021),0,0,0
RRRZ,-38.33903935,176.5146369,2,B,612,0.3855,Q3,Foster et al. (2019) & Perrin et al. (2015),0.09,0.1,Q1,I,Manea et al. 2021 unpublished,45,0.5,Q3,1,NZVM (2021),1475,0.5,Q3,NZVM (2021),0,0,0
RUGF,-44.7243441,167.6433874,60,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1425,0.5,Q3,NZVM (2021),0,0,0
RUGZ,-37.96513,177.67748,385,B,622,0.3385,Q3,Foster et al. (2019) & Perrin et al. (2015),0.035,0.1,Q1,I,Manea et al. 2021 unpublished,35,0.5,Q3,1,NZVM (2021),275,0.5,Q3,NZVM (2021),0,0,0
RVAZ,-36.76999632,174.5791993,221,C,435,0.3825,Q3,Foster et al. (2019) & Perrin et al. (2015),0.4,0.3,Q3,I,NSHM (2021),65,0.5,Q3,1,NZVM (2021),1125,0.5,Q3,NZVM (2021),0,0,0
SAND,-43.56044,172.29766,435,D,500,0.243,Q3,Foster et al. (2019),5.4,0.2,Q2,I,Stolte et al. 2021,505,0.3,Q3,0,NZVM (2021),1375,0.3,Q3,NZVM (2021),0,0,0
SCLF,-45.27056716,166.9727424,346,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,825,0.5,Q3,NZVM (2021),0,0,0
SKTD,-43.6822,172.20151,528,D,500,0.243,Q3,Foster et al. (2019),6,0.2,Q2,I,Stolte et al. 2021,455,0.3,Q3,0,NZVM (2021),1575,0.3,Q3,NZVM (2021),0,0,0
SNGZ,-38.7815,177.3399,399,B,618,0.3635,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,65,0.5,Q3,1,NZVM (2021),325,0.5,Q3,NZVM (2021),0,0.28,0
SNVZ,-39.1862267,175.6403333,5,B,657,0.358,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.1,Q1,I,Manea et al. 2021 unpublished,55,0.5,Q3,1,NZVM (2021),825,0.5,Q3,NZVM (2021),0,0.35,0
SPCV,-45.70500609,166.9225235,129,A,1500,0.2,Q3,NSHM 2021,0.05,0.3,Q3,I,NSHM (2021),5,0.05,Q3,1,NSHM (2021) ,1025,0.5,Q3,NZVM (2021),0,0,0
STLD,-43.61084,171.82626,20,D,500,0.243,Q3,Foster et al. (2019),6.3,0.2,Q2,I,Stolte et al. 2021,1145,0.3,Q3,1,NZVM (2021),1825,0.3,Q3,NZVM (2021),0,0,0
TAHR,-37.99622266,176.4388972,310,B,560,0.4565,Q3,Foster et al. (2019) & Perrin et al. (2015),0.05,0.3,Q3,I,NSHM (2021),55,0.5,Q3,1,NZVM (2021),975,0.5,Q3,NZVM (2021),0,0,0
TAMF,-45.42657394,167.7178511,120,D,259,0.2655,Q3,Foster et al. (2019) & Perrin et al. (2015),1.3,0.2,Q2,I,McVerry 2011,75,0.5,Q3,1,NZVM (2021),1325,0.5,Q3,NZVM (2021),0,0,0
TANF,-44.9867539,167.1866309,86,A,1500,0.2,Q3,NSHM 2021,0.05,0.1,Q1,I,Manea et al. 2021 unpublished,5,0.05,Q3,1,NSHM (2021) ,1275,0.5,Q3,NZVM (2021),0,0.2,0
